run_id,status,final_lat_deg,final_long_deg,final_alt_m,max_mach,max_nz
68,SUCCESS,37.36556805340156,-115.79832013854488,15106.398610664532,2.3905552363563607,0.3209423905118147
71,SUCCESS,37.35615950686539,-115.78334655987214,14927.661264526658,2.395693968502693,0.31265022909489243
72,SUCCESS,37.36600677759286,-115.80099621317183,15026.902986698784,2.403185454993095,0.2928886522798131
74,SUCCESS,37.35910824666501,-115.78657065118924,15056.054341415875,2.4060834549351746,0.283143669396263
75,SUCCESS,37.37282004754234,-115.78683804743544,15028.585034730844,2.3929049786612815,0.36936728546686826
70,SUCCESS,37.34375543077001,-115.79639558961028,16337.578113020398,2.408509974083019,0.10436065855051976
73,SUCCESS,37.376847110879744,-115.81530408467212,16376.854949608445,2.405768130513099,0.0819008959246507
78,SUCCESS,37.36591666126509,-115.79761093545618,15018.281549290754,2.4012204613723216,0.14296994171125627
76,SUCCESS,37.363922933305076,-115.80395576936479,16112.910651514307,2.409403013107189,0.10200765088585004
77,SUCCESS,37.36351622910387,-115.78843307765939,15976.02058405988,2.4022444485207552,0.1562548442628523
80,SUCCESS,37.36307917170175,-115.81794745381339,15115.404553231783,2.4189985293601777,0.2456579087382824
81,SUCCESS,37.36280525485537,-115.78402120220096,14888.217967879027,2.3864009965777937,0.397823032564688
82,SUCCESS,37.37034306504661,-115.8050096902468,14956.464942174032,2.40840650402755,0.3421925912217518
83,SUCCESS,37.353903497849316,-115.79631491462605,14928.084158543497,2.4084931288578857,0.27689672507811136
84,SUCCESS,37.36470592948656,-115.77902773309367,15153.233981805854,2.398683877980178,0.2886889833124959
85,SUCCESS,37.36924877836626,-115.80329520493935,15336.468330420554,2.401768507210072,0.2431985221645223
86,SUCCESS,37.366208454969424,-115.80559975474092,15131.240929270163,2.3940371428136125,0.313725580166247
87,SUCCESS,37.34702845513152,-115.78503639400797,14868.72737539187,2.4037237552118644,0.35659082480480453
88,SUCCESS,37.37031803463713,-115.80075387643323,15259.387793025002,2.4010688430384333,0.3479562576557962
89,SUCCESS,37.356832154262634,-115.79248778139996,15109.28013925068,2.3830626997340105,0.20733018843894593
90,SUCCESS,37.378071677101055,-115.78418044258646,15063.760688837618,2.3977551333185048,0.8373233569079288
79,SUCCESS,37.359355080571426,-115.78500964615071,16286.920127319172,2.366836411792299,0.08172115993649874
92,SUCCESS,37.36811310758977,-115.8028951478023,15214.369956259616,2.4023029924200423,0.28306010629722306
93,SUCCESS,37.356961893115646,-115.78590742584271,15171.100611806847,2.41630198080573,0.2259102610298355
94,SUCCESS,37.3588680367297,-115.7981654193605,15174.409985999577,2.4074345321565307,0.42061147097476365
95,SUCCESS,37.393902001323525,-115.81096861267511,14959.72772070393,2.3933571110045038,0.18214847511304047
96,SUCCESS,37.34754412324672,-115.80881979536653,15024.84436039161,2.4006984777448417,0.354048790698066
97,SUCCESS,37.356258468782734,-115.80339584338935,15011.236170293763,2.382488122484028,0.27374297099366773
99,SUCCESS,37.35874149195391,-115.82227972304054,15384.452046960592,2.398576411570766,0.3623095009247256
100,SUCCESS,37.354617458888484,-115.79458264585315,15102.613729655743,2.38250234526957,0.21459924786473478
101,SUCCESS,37.340222577794655,-115.79064837729607,15201.609191693366,2.427068498390637,0.36794386314980904
91,SUCCESS,37.3472698969181,-115.81094295250556,15981.851775620133,2.393938789822652,0.11491971519749178
102,SUCCESS,37.369844205165705,-115.80003609746862,15183.14839880541,2.4166806829529857,0.23016660972958164
103,SUCCESS,37.365148597306465,-115.79974115552517,15098.858209874481,2.3875072164970077,0.26711853711373146
104,SUCCESS,37.36927772839332,-115.80165206509879,14954.451417668723,2.3958178676873034,0.3355922709053084
106,SUCCESS,37.34535185211473,-115.79947457468175,14941.775273954496,2.42164934937238,0.2691405346203706
98,SUCCESS,37.348724236808145,-115.81914259633358,16355.256496352144,2.404737170812657,0.10881601934253161
108,SUCCESS,37.372466022217786,-115.79149823129265,15076.742725541815,2.3897309548852808,0.7447467372261645
105,SUCCESS,37.35400109542408,-115.79954359066292,15034.79720266629,2.3975467433275326,0.30758739346588704
110,SUCCESS,37.34471874760532,-115.80649520141118,15150.061525278725,2.4032859710175423,0.30053659264075544
111,SUCCESS,37.36178175730499,-115.80504232599857,15128.439221802168,2.388661616658075,0.26709058185615403
107,SUCCESS,37.35177783377981,-115.79443929903336,16046.474502654746,2.404939919387087,0.08754446860551077
109,SUCCESS,37.3589092714406,-115.80344199059054,16504.834005165845,2.398122650614135,0.12822103109995936
114,SUCCESS,37.35294708201976,-115.79780524691134,15270.093178986572,2.3997823794751363,0.2662941111571518
112,SUCCESS,37.35563860683081,-115.78958397943276,16046.255719268695,2.4147773081008466,0.2643820710421878
113,SUCCESS,37.36397404444455,-115.79733288151333,16443.7002263302,2.3985001020844674,0.20370392486485478
117,SUCCESS,37.36547255276076,-115.81417580665202,15087.792731200345,2.381718983645428,0.2559025670105482
118,SUCCESS,37.36336347728619,-115.7879991361138,15189.32019302342,2.401146477513876,0.19343505544997544
119,SUCCESS,37.354807515692556,-115.78645617727112,15237.474992897362,2.399924887944439,0.28516079901468794
115,SUCCESS,37.337796671099426,-115.7872262480042,16158.41511288751,2.4062178653373225,0.0879341165497925
